audio_file|text
0007/Neutral/0007_000060.wav|坐地铁只需要大约二十分钟。
0007/Neutral/0007_000218.wav|明天是星期天，我们去透透气吧。
0007/Neutral/0007_000294.wav|我是银灰色的，我都被你说饿了。
0007/Neutral/0007_000161.wav|他讲的笑话让我笑个不停。
0007/Neutral/0007_000138.wav|我总是控制不了它。
0007/Neutral/0007_000268.wav|谁都有烦的时候。
0007/Neutral/0007_000168.wav|你得先回答我，你最喜欢谁。
0007/Neutral/0007_000023.wav|做一些好吃的促进宝宝的食欲。
0007/Neutral/0007_000117.wav|快点起床，我在公寓门口等你。
0007/Neutral/0007_000143.wav|女孩的心思你别猜，但是我不用猜。
0007/Neutral/0007_000039.wav|没有找到日程，走的时候请锁门。
0007/Neutral/0007_000031.wav|没听清，请问什么时间提醒你。
0007/Neutral/0007_000247.wav|没有为什么就是要等我。
0007/Neutral/0007_000081.wav|这个镇上所有的人都喜欢扯闲话。
0007/Neutral/0007_000350.wav|是很难听的脏话，主人可别学了。
0007/Neutral/0007_000182.wav|大概足够支持我生活三个月的。
0007/Neutral/0007_000265.wav|我必须再次感谢您的慷慨相助。
0007/Neutral/0007_000156.wav|承蒙邀请参加你的婚礼。
0007/Neutral/0007_000298.wav|祝你春节快乐，全家幸福安康。
0007/Neutral/0007_000267.wav|这可是我学会的第一首古诗。
0007/Neutral/0007_000339.wav|不要乱问女孩子的年龄。
0007/Neutral/0007_000050.wav|每次叫我都不给红包，不开心。
0007/Neutral/0007_000135.wav|我要学习一下相关知识。
0007/Neutral/0007_000106.wav|做不了什么，通常我会保持沉默。
0007/Neutral/0007_000316.wav|每次你看到一些时尚衣物时，
0007/Neutral/0007_000283.wav|我想所有中国人都会打乒乓球。
0007/Neutral/0007_000209.wav|对不起我把咖啡洒在桌布上了。
0007/Neutral/0007_000301.wav|播放歌单收藏，脑筋可动得真快。
0007/Neutral/0007_000089.wav|是个冰淇淋，桃花确实很漂亮。
0007/Neutral/0007_000269.wav|是很棒的一款手机，性价比超级高。
0007/Neutral/0007_000088.wav|香港海洋公园，主人快带我去。
0007/Neutral/0007_000284.wav|有充足的时间购物和观光。
0007/Neutral/0007_000105.wav|我们俩合不来，还经常吵架。
0007/Neutral/0007_000165.wav|其实我们前天已经分手了。
0007/Neutral/0007_000256.wav|陪你度过这漫长的黑夜。
0007/Neutral/0007_000217.wav|他的收支几乎不能平衡。
0007/Neutral/0007_000153.wav|我们还等什么
0007/Neutral/0007_000116.wav|没有，不过，我们去了肯尼迪中心。
0007/Neutral/0007_000014.wav|谁你也不认识，我很乐意帮助你。
0007/Neutral/0007_000054.wav|我是基于人工智能系统被创造的。
0007/Neutral/0007_000263.wav|也许反倒是件好事
0007/Neutral/0007_000340.wav|每天晚上跟你互道晚安真幸福。
0007/Neutral/0007_000113.wav|玛丽，你看来很喜欢挖苦我。
0007/Neutral/0007_000207.wav|我是萌萌哒，你是呆呆哒。
0007/Neutral/0007_000011.wav|妇女节快乐。我永远爱你，妈妈。
0007/Neutral/0007_000098.wav|我只会斗斗地主什么的。
0007/Neutral/0007_000288.wav|我随时都在，有没有梦到我。
0007/Neutral/0007_000018.wav|我们意见不和，咱们去那儿玩吧。
0007/Neutral/0007_000293.wav|振作点儿，我看了屏幕显示！
0007/Neutral/0007_000096.wav|别小看我这发型！我还蛮喜欢的。
0007/Neutral/0007_000315.wav|我需要插着电源才能说话。
0007/Neutral/0007_000012.wav|你每次谈恋爱都像现在这样。
0007/Neutral/0007_000119.wav|不过我想星期五走，
0007/Neutral/0007_000243.wav|那样的话你应该穿讲究一点。
0007/Neutral/0007_000201.wav|也就是一大堆照片。
0007/Neutral/0007_000146.wav|现在，我仍然有点紧张。
0007/Neutral/0007_000130.wav|我的希望是工作到倒下的那一天。
0007/Neutral/0007_000139.wav|他们的配合值得我们学习
0007/Neutral/0007_000013.wav|周末的我，只忙着陪你。
0007/Neutral/0007_000009.wav|就是这个意思，你又聪明又好看。
0007/Neutral/0007_000151.wav|我也最喜欢你，不要开枪。我投降
0007/Neutral/0007_000290.wav|还有聊天记录。
0007/Neutral/0007_000155.wav|我只打算放松一下自己。
0007/Neutral/0007_000020.wav|前几天我碰见了一件有趣的事儿。
0007/Neutral/0007_000154.wav|我还不会说其他外语，只会普通话。
0007/Neutral/0007_000178.wav|你转一个，我想学习下。
0007/Neutral/0007_000021.wav|已经播至该专辑最后一个声音。
0007/Neutral/0007_000245.wav|贾尼斯突然兴奋地大叫起来。
0007/Neutral/0007_000287.wav|我太喜欢听了，所以不断重复着听。
0007/Neutral/0007_000261.wav|这可真不像是场英超比赛。
0007/Neutral/0007_000296.wav|赌博往往是个祸根，
0007/Neutral/0007_000347.wav|这两块是唐朝不同时期铸造的。
0007/Neutral/0007_000022.wav|我和我朋友刚从巴厘岛回来。
0007/Neutral/0007_000160.wav|当然！他是我们大学的班长。
0007/Neutral/0007_000197.wav|为什么不，交朋友不分性别。
0007/Neutral/0007_000331.wav|于是我就问她能不能连我的票买了。
0007/Neutral/0007_000214.wav|当然，我简直离开音乐就不能活，
0007/Neutral/0007_000305.wav|我支持你。它是需要重做。
0007/Neutral/0007_000157.wav|你知道，有时候病人会不讲理。
0007/Neutral/0007_000129.wav|对别人没有，而对我就有。
0007/Neutral/0007_000046.wav|我们可以轮流开车。
0007/Neutral/0007_000342.wav|我缺钱用，所以上星期把它当了。
0007/Neutral/0007_000085.wav|是啊，他的健康我总放心不下。
0007/Neutral/0007_000248.wav|我不怎么在乎这个店有没有名。
0007/Neutral/0007_000035.wav|这样无辜的人就不会被杀了。
0007/Neutral/0007_000230.wav|那不打扰你了，我不敢约出去。
0007/Neutral/0007_000295.wav|文学和经济，我喜欢很多著作。
0007/Neutral/0007_000213.wav|裁判全给了满分。
0007/Neutral/0007_000107.wav|我的表两点四十二。可是它有点快。
0007/Neutral/0007_000131.wav|吝啬鬼！他每天还骑自行车上学！
0007/Neutral/0007_000237.wav|雪下得真大，带着我去购物。
0007/Neutral/0007_000206.wav|是的，我知道，患难见真情。
0007/Neutral/0007_000212.wav|我还会陪你一路走下去。
0007/Neutral/0007_000163.wav|我还不知道你认识弗兰克。
0007/Neutral/0007_000181.wav|时间对珍尼来说是没有用的。
0007/Neutral/0007_000159.wav|我不会牺牲我的健康来换取金钱的。
0007/Neutral/0007_000251.wav|没看过小说，只有人类才需要。
0007/Neutral/0007_000264.wav|听起来很厉害的样子！
0007/Neutral/0007_000095.wav|我倒是有一个爱好——收藏古董。
0007/Neutral/0007_000246.wav|领带对男人来说真必不可少。
0007/Neutral/0007_000321.wav|不是很喜欢，你把我绕晕了。
0007/Neutral/0007_000202.wav|那就一会再说，我好害怕。
0007/Neutral/0007_000221.wav|我非常支持人们走进太空。
0007/Neutral/0007_000308.wav|我去查查篮球相关的知识。
0007/Neutral/0007_000128.wav|这些颜色也不太适合你。
0007/Neutral/0007_000199.wav|我喜欢你的干净整洁，阳光开朗。
0007/Neutral/0007_000120.wav|你还真是考虑周到。
0007/Neutral/0007_000025.wav|我觉得并不是非要有特别的品质。
0007/Neutral/0007_000164.wav|我曾在一家船运公司里面做过六年。
0007/Neutral/0007_000082.wav|听说你要去香港看你叔叔。
0007/Neutral/0007_000317.wav|你看上去比以前更漂亮了。
0007/Neutral/0007_000065.wav|一点也不差，先把握好现在吧。
0007/Neutral/0007_000162.wav|原来你也在玩这个
0007/Neutral/0007_000325.wav|尽管提意见，我会改正的。
0007/Neutral/0007_000102.wav|我昨天遇到马克，他看起来很忧郁。
0007/Neutral/0007_000253.wav|你比吴亦凡帅，我同意你的观点。
0007/Neutral/0007_000024.wav|你的身影总是在我心里晃来晃去。
0007/Neutral/0007_000173.wav|一套古瓷器。它真的很珍贵。
0007/Neutral/0007_000242.wav|为了不让鱼吃掉诗人的身体。
0007/Neutral/0007_000032.wav|我遇到了一位漂亮的女孩。
0007/Neutral/0007_000048.wav|时候不早了，我来了，请指示。
0007/Neutral/0007_000090.wav|还不太糟糕，但是得躺在床上。
0007/Neutral/0007_000190.wav|上海现在是下午四点三十六分。
0007/Neutral/0007_000055.wav|它实际会形成一氧化碳，
0007/Neutral/0007_000343.wav|许多白领都参加到这个游戏里面，
0007/Neutral/0007_000226.wav|你要做爸爸了，真让人难以相信。
0007/Neutral/0007_000344.wav|很漂亮，不过人多拥挤。
0007/Neutral/0007_000257.wav|这是我在旅游第四天拍的。
0007/Neutral/0007_000191.wav|别问了！说多了都是眼泪！
0007/Neutral/0007_000291.wav|在法国南部，气候常年舒适宜人。
0007/Neutral/0007_000327.wav|我讨厌吃醋，偶是不懂，你懂。
0007/Neutral/0007_000019.wav|不就是你嘛，为什么要偷笑来。
0007/Neutral/0007_000075.wav|我也想去看可爱的熊猫。
0007/Neutral/0007_000170.wav|这样你就有时间挥拍打球了。
0007/Neutral/0007_000056.wav|我参加了一个有关全球变暖的集会，
0007/Neutral/0007_000068.wav|我应该给女朋友买玫瑰花的。
0007/Neutral/0007_000124.wav|是的，请返还我的钱，谢谢。
0007/Neutral/0007_000198.wav|当然知道，我们各有千秋。
0007/Neutral/0007_000309.wav|已经怀孕四个半月了，
0007/Neutral/0007_000233.wav|拜托，别跟我提到笔记本电脑。
0007/Neutral/0007_000026.wav|是的，他很狡猾，经常陷害他人。
0007/Neutral/0007_000289.wav|不会，不过我很喜欢单板滑雪。
0007/Neutral/0007_000333.wav|错过这村可就没这个店了。
0007/Neutral/0007_000093.wav|别不好意思。再多吃些鸡肉。
0007/Neutral/0007_000061.wav|下个月我姐姐要结婚了。
0007/Neutral/0007_000302.wav|我希望你能和我一起想派对点子。
0007/Neutral/0007_000141.wav|你可以去问鹦鹉啊，鹦鹉会说话。
0007/Neutral/0007_000314.wav|现在全城的人都要向我借钱了！
0007/Neutral/0007_000236.wav|我不需要嗅觉，所以没有鼻子。
0007/Neutral/0007_000341.wav|我会在你的脸上画鬼脸。
0007/Neutral/0007_000219.wav|大部分都是用诱饵钓到的。
0007/Neutral/0007_000084.wav|他好像跟他的秘书有过一腿。
0007/Neutral/0007_000307.wav|有时内在美更加重要。
0007/Neutral/0007_000076.wav|是的，你是个大块头，我是守门员。
0007/Neutral/0007_000133.wav|是不是依然觉得我很可爱。
0007/Neutral/0007_000103.wav|感觉好温暖呀，好的，一会儿见。
0007/Neutral/0007_000008.wav|沙尘暴好像给每个人都带来了麻烦！
0007/Neutral/0007_000278.wav|我真兴奋，我终于有自己的庭院了。
0007/Neutral/0007_000015.wav|我特别喜欢网球和登山。
0007/Neutral/0007_000232.wav|我最近正在努力练习棋艺。
0007/Neutral/0007_000071.wav|只要令人鼓舞的电影我都喜欢。
0007/Neutral/0007_000029.wav|很可爱啊，就像你一样。
0007/Neutral/0007_000016.wav|他一定是一眼就被你迷住了。
0007/Neutral/0007_000044.wav|比方说，“华尔街日报”就很好。
0007/Neutral/0007_000266.wav|我是淑女，只会讲文明用语。
0007/Neutral/0007_000180.wav|冬天雨非常多。我不喜欢雨天。
0007/Neutral/0007_000091.wav|如果有我能帮忙的请告诉我。
0007/Neutral/0007_000277.wav|是的，所以我永不喝它的。
0007/Neutral/0007_000122.wav|汤姆是个好人，但却赌博成瘾，
0007/Neutral/0007_000109.wav|我其实挺饿的。
0007/Neutral/0007_000172.wav|我是个学生，服务器响应超时。
0007/Neutral/0007_000258.wav|这句话的意义我不太明白。
0007/Neutral/0007_000306.wav|我在一个机械化农场做工程师。
0007/Neutral/0007_000052.wav|你不应该害怕开始一段新的感情。
0007/Neutral/0007_000097.wav|你女儿和她妈妈长得很像。
0007/Neutral/0007_000069.wav|以后不要喝那么多了，伤身体。
0007/Neutral/0007_000142.wav|是啊，我还是个乳臭未干的小记者。
0007/Neutral/0007_000260.wav|我很伤心，我准备去网吧。
0007/Neutral/0007_000079.wav|人们当然都叫他“奥林匹克之父”。
0007/Neutral/0007_000262.wav|他好像是被他女友给甩了。
0007/Neutral/0007_000101.wav|很快，车就可自动开了。
0007/Neutral/0007_000078.wav|它们的设计外形小巧，可单手操作。
0007/Neutral/0007_000281.wav|晚安，么么哒，满天都是小星星。
