audio_file|text
0007/Angry/0007_000377.wav|工厂不把它直接排到大气中。
0007/Angry/0007_000632.wav|有些人划船，有的人在进行花草活动
0007/Angry/0007_000412.wav|我是顺路过来跟你告别的。
0007/Angry/0007_000633.wav|我想所有中国人都会打乒乓球。
0007/Angry/0007_000529.wav|她和维克分手了，所以她申请转调。
0007/Angry/0007_000480.wav|我的希望是工作到倒下的那一天。
0007/Angry/0007_000451.wav|很快，车就可自动开了。
0007/Angry/0007_000424.wav|今年应该是第二十七个教师节。
0007/Angry/0007_000423.wav|她总是带香甜甜的微笑。
0007/Angry/0007_000420.wav|心动不如行动，我不太擅长卖萌。
0007/Angry/0007_000531.wav|时间对珍尼来说是没有用的。
0007/Angry/0007_000397.wav|这是台湾地区最大的动物园。
0007/Angry/0007_000672.wav|等待你的指令，随时可为你效劳。
0007/Angry/0007_000433.wav|你身上的每一点都吸引着我。
0007/Angry/0007_000402.wav|你不应该害怕开始一段新的感情。
0007/Angry/0007_000482.wav|是你最牵挂的那个女人。
0007/Angry/0007_000417.wav|你深深地印在我的脑海里。
0007/Angry/0007_000587.wav|雪下得真大，带着我去购物。
0007/Angry/0007_000615.wav|我必须再次感谢您的慷慨相助。
0007/Angry/0007_000687.wav|你看起来很高兴，眼睛闪闪发亮。
0007/Angry/0007_000685.wav|他们将于今年夏天结婚。
0007/Angry/0007_000628.wav|我真兴奋，我终于有自己的庭院了。
0007/Angry/0007_000598.wav|我不怎么在乎这个店有没有名。
0007/Angry/0007_000667.wav|你看上去比以前更漂亮了。
0007/Angry/0007_000463.wav|玛丽，你看来很喜欢挖苦我。
0007/Angry/0007_000453.wav|感觉好温暖呀，好的，一会儿见。
0007/Angry/0007_000454.wav|没有找到蒸鱼的计时。
0007/Angry/0007_000419.wav|以后不要喝那么多了，伤身体。
0007/Angry/0007_000442.wav|不会这么凑巧吧！我也是十六。
0007/Angry/0007_000622.wav|沈阳明天有雷阵雨，多云转晴。
0007/Angry/0007_000462.wav|那棒极了，其实心情挺不错。
0007/Angry/0007_000404.wav|我是基于人工智能系统被创造的。
0007/Angry/0007_000518.wav|你得先回答我，你最喜欢谁。
0007/Angry/0007_000630.wav|绝对不可以走到湖的中央。
0007/Angry/0007_000597.wav|没有为什么就是要等我。
0007/Angry/0007_000617.wav|这可是我学会的第一首古诗。
0007/Angry/0007_000568.wav|明天是星期天，我们去透透气吧。
0007/Angry/0007_000680.wav|我们相处得很好，仅此而已。
0007/Angry/0007_000545.wav|我以为你们国家的人都是麻将高手。
0007/Angry/0007_000586.wav|我不需要嗅觉，所以没有鼻子。
0007/Angry/0007_000534.wav|二零一六年十一月五号是星期六。
0007/Angry/0007_000576.wav|你要做爸爸了，真让人难以相信。
0007/Angry/0007_000360.wav|个人收藏家！他们肯定有，
0007/Angry/0007_000467.wav|快点起床，我在公寓门口等你。
0007/Angry/0007_000444.wav|很神奇的样子，我搞不懂为什么。
