audio_file|text
0007/Happy/0007_000734.wav|那是马特，他肯定很勇敢。
0007/Happy/0007_000996.wav|赌博往往是个祸根，
0007/Happy/0007_000728.wav|没错，就是车门。另外两个人问他说
0007/Happy/0007_000716.wav|他一定是一眼就被你迷住了。
0007/Happy/0007_001046.wav|好好休息一下，这个小木棍叫梯。
0007/Happy/0007_000870.wav|这样你就有时间挥拍打球了。
0007/Happy/0007_000971.wav|很大，令人兴奋但是嘈杂。
0007/Happy/0007_000767.wav|你深深地印在我的脑海里。
0007/Happy/0007_000702.wav|英国的哲学家曾经说过“
0007/Happy/0007_000720.wav|前几天我碰见了一件有趣的事儿。
0007/Happy/0007_000877.wav|你在我的心里折腾好久了。
0007/Happy/0007_000995.wav|文学和经济，我喜欢很多著作。
0007/Happy/0007_000821.wav|那你就离市区很远了。
0007/Happy/0007_000888.wav|以后我要经常来这儿爬山。
0007/Happy/0007_000799.wav|得了吧，别这么胆小啦。
0007/Happy/0007_000779.wav|人们当然都叫他“奥林匹克之父”。
0007/Happy/0007_000879.wav|她和维克分手了，所以她申请转调。
0007/Happy/0007_000853.wav|我们还等什么
0007/Happy/0007_000768.wav|我应该给女朋友买玫瑰花的。
0007/Happy/0007_001030.wav|我们相处得很好，仅此而已。
0007/Happy/0007_000811.wav|每天早晨都是我妈妈帮他系的。
0007/Happy/0007_000856.wav|承蒙邀请参加你的婚礼。
0007/Happy/0007_000938.wav|我不这么认为。我们沿着小溪走。
0007/Happy/0007_000712.wav|你每次谈恋爱都像现在这样。
0007/Happy/0007_000824.wav|是的，请返还我的钱，谢谢。
0007/Happy/0007_001021.wav|不是很喜欢，你把我绕晕了。
0007/Happy/0007_000744.wav|比方说，“华尔街日报”就很好。
0007/Happy/0007_000988.wav|我随时都在，有没有梦到我。
0007/Happy/0007_000760.wav|坐地铁只需要大约二十分钟。
0007/Happy/0007_000931.wav|最近很冷，风又大。
0007/Happy/0007_000872.wav|我是个学生，服务器响应超时。
0007/Happy/0007_000858.wav|我的性格就是冷静并且客观。
0007/Happy/0007_000893.wav|带女友出去好好吃上一顿。
0007/Happy/0007_000806.wav|做不了什么，通常我会保持沉默。
0007/Happy/0007_000866.wav|我想那些应该是草莓的种子。
