audio_file|text
0007/Surprise/0007_001569.wav|让我再想想，真相已经上传了。
0007/Surprise/0007_001660.wav|我很伤心，我准备去网吧。
0007/Surprise/0007_001499.wav|得了吧，别这么胆小啦。
0007/Surprise/0007_001452.wav|你不应该害怕开始一段新的感情。
0007/Surprise/0007_001598.wav|当然知道，我们各有千秋。
0007/Surprise/0007_001685.wav|自己保重，记得要常联系。
0007/Surprise/0007_001468.wav|我应该给女朋友买玫瑰花的。
0007/Surprise/0007_001601.wav|也就是一大堆照片。
0007/Surprise/0007_001724.wav|我喜欢吃中餐。
0007/Surprise/0007_001726.wav|这么多笑话，一天讲不完！
0007/Surprise/0007_001655.wav|最初我的工作是当一名佣人。
0007/Surprise/0007_001566.wav|我想那些应该是草莓的种子。
0007/Surprise/0007_001677.wav|是的，所以我永不喝它的。
0007/Surprise/0007_001733.wav|错过这村可就没这个店了。
0007/Surprise/0007_001568.wav|你得先回答我，你最喜欢谁。
0007/Surprise/0007_001548.wav|有事记得喊我。
0007/Surprise/0007_001678.wav|我真兴奋，我终于有自己的庭院了。
0007/Surprise/0007_001578.wav|你转一个，我想学习下。
0007/Surprise/0007_001429.wav|很可爱啊，就像你一样。
0007/Surprise/0007_001518.wav|你的同学把你给捉弄了吧。
0007/Surprise/0007_001511.wav|每天早晨都是我妈妈帮他系的。
0007/Surprise/0007_001460.wav|坐地铁只需要大约二十分钟。
0007/Surprise/0007_001613.wav|裁判全给了满分。
0007/Surprise/0007_001512.wav|那棒极了，其实心情挺不错。
0007/Surprise/0007_001610.wav|也不算，她有的歌我都挺喜欢的，
0007/Surprise/0007_001549.wav|你好，布赖恩，正好四点。
0007/Surprise/0007_001727.wav|我讨厌吃醋，偶是不懂，你懂。
0007/Surprise/0007_001471.wav|只要令人鼓舞的电影我都喜欢。
0007/Surprise/0007_001707.wav|有时内在美更加重要。
0007/Surprise/0007_001543.wav|女孩的心思你别猜，但是我不用猜。
0007/Surprise/0007_001744.wav|很漂亮，不过人多拥挤。
0007/Surprise/0007_001595.wav|我以为你们国家的人都是麻将高手。
0007/Surprise/0007_001746.wav|好好休息一下，这个小木棍叫梯。
0007/Surprise/0007_001403.wav|我老家在北京。
0007/Surprise/0007_001466.wav|我们可以去钓鱼、聊天还有野营。
0007/Surprise/0007_001708.wav|我去查查篮球相关的知识。
0007/Surprise/0007_001630.wav|那不打扰你了，我不敢约出去。
0007/Surprise/0007_001537.wav|也许能帮助你把事情弄清楚。
0007/Surprise/0007_001422.wav|我和我朋友刚从巴厘岛回来。
0007/Surprise/0007_001710.wav|这局我让你开，今天我不想错过。
0007/Surprise/0007_001487.wav|是没什么但是挺别扭的。
0007/Surprise/0007_001716.wav|每次你看到一些时尚衣物时，
0007/Surprise/0007_001562.wav|原来你也在玩这个
0007/Surprise/0007_001670.wav|没有找到你想删除的闹钟。
0007/Surprise/0007_001521.wav|那你就离市区很远了。
0007/Surprise/0007_001680.wav|绝对不可以走到湖的中央。
0007/Surprise/0007_001706.wav|我在一个机械化农场做工程师。
0007/Surprise/0007_001644.wav|我的直系亲属人数不多。
0007/Surprise/0007_001406.wav|我喜欢“北京欢迎你”。
0007/Surprise/0007_001646.wav|领带对男人来说真必不可少。
